text,label
dawson wins england squad recall wasps scrum-half matt dawson has been recalled to england s training squad ahead of the rbs six nations and been reinstated in the elite player squad.  coach andy robinson dropped dawson for the autumn tests after he missed training to film  a question of sport.   i always said i would consider bringing matt back if i felt he was playing well   robinson said.  he merits his return on current form.  newcastle s 18-year-old centre mathew tait is also in the training squad.  it s obviously an honour to be asked to train with england   said tait  who has burst into contention recently.  i look forward to going down and doing the sessions  but the most important thing at the moment is sunday s game against newport  so i m not looking any further than that.  robinson has invited 42 players to attend a three-day session in leeds next week  in which his squad will train in part with the leeds rhinos rugby league squad.  with mike tindall ruled out of the opening two matches and will greenwood sidelined for the entire six nations  tait is one of six or seven contenders for the two centre berths. stuart abbott  jamie noon  ollie smith  olly barkley and henry paul - who retains his place despite his early substitution against australia - are also in the mix. ben cohen could also be considered after switching from the wing for his club northampton recently. prop phil vickery and lock simon shaw both return to the squad after missing the autumn tests through injury  while wasps wing tom voyce is recalled. the group also includes bath flanker andy beattie and leicester hooker george chuter.  beattie has matured greatly as a player these past two seasons   robinson said. jonny wilkinson  tindall and martin corry have all been included despite their unavailability for the opening two matches against wales and france.  the revised 56-man elite squad includes wasps hooker phil greening  who replaces the retired mark regan  and sale wing mark cueto. cueto was selected for the november internationals despite not being part of the group  but scored four tries in three england appearances. leicester scrum-half harry ellis has also been promoted from the senior national academy  and will contest the number nine jersey with dawson and gloucester s andy gomarsall. the players in robinson s elite squad can only play 32 matches for club and country. they can be called up for a total of 16 training days in addition to the recognised international weeks for each of the years leading up to the next world cup.  balshaw  cohen  cueto  lewsey  robinson  simpson-daniel  voyce  abbott  noon  paul  smith  tait  tindall  barkley  hodgson  king  wilkinson  dawson  ellis  gomarsall.  chuter  thompson  titterrell  rowntree  sheridan  stevens  vickery  white  borthwick  brown  l deacon  grewcock  kay  shaw  beattie  corry  forrester  hazell  jones  moody  vyvyan  j worsley.  abbott  balshaw  borthwick  a brown  chuter  cohen  corry  cueto  dawson  ellis  flatman  gomarsall  greening  greenwood  grewcock  hazell  hill  hodgson  kay  king  lewsey  moody  noon  paul  robinson  rowntree  shaw  simpson-daniel  thompson  tindall  titterrell  vickery  vyvyan  white  wilkinson  j worsley  m worsley.  barkley  beattie  christophers  l deacon  forrester  c jones  palmer  rees  sheridan  skinner  smith  stevens  tait  voyce.  dowson  haughton  monye  roques  p sanderson.,0
scotland v italy (sat) murrayfield  edinburgh  saturday  26 february  1400 gmt  bbc1  five live and this website  victory for the azzurri in rome last year saw scotland end their campaign without a victory. and the pressure is on scotland coach matt williams as he seeks a first six nations victory at the eighth attempt. italy have lost both their opening games at home to ireland and wales  but travel to edinburgh with high hopes.  their coach john kirwan has warned his side they must eradicate the errors that blighted their loss to wales however or risk suffering a third successive defeat.  if the defeat against wales has taught us anything  it s that at this level we can t make any mistakes   kirwan said.  in the six nations  every error you make will come at a high price.  we have to be aggressive for 80 minutes  keep calm in every situation and display great maturity on the pitch.   it will be fundamental to keep cool in the difficult moments - in the key situations of the game.  kirwan has recalled the experienced cristian stoica at centre and drafted in david dal maso at open-side after star flanker mauro bergamasco was ruled out for the rest of the tournament. scotland have also made two changes  simon webster replacing simon danielli on the wing and simon taylor returning for his first test in a year  for injured flanker jason white. taylor s recovery from a serious knee injury is a major boost to scottish hopes.  he is one of the world-class players in the tournament and you want them in your team   acknowledged williams.  despite a record of only two victories from 14 tests  williams insists he is revelling in the pressure.  i actually really enjoy seeing how you cope with such pressure as a coach   he said  optimistic despite opening defeats to france and ireland.  we were confident for those two first games and we are confident we can beat italy too   he added.  : c paterson; s webster  a craig  h southwell  s lamont; d parks  c cusiter; t smith  g bulloch (capt)  g kerr; s grimes  s murray; s taylor  j petrie  a hogg.  r russell  b douglas  n hines  j dunbar  m blair  g ross  b hinshelwood.  r de marigny; mirco bergamasco  c stoica  a masi  l nitoglia; l orquera  a troncon; a lo cicero  f ongaro  m castrogiovanni; s dellape  m bortolami (capt); a persico  d dal maso  s parisse.  g intoppa  s perugini  ca del fava  s orlando  p griffen  r pedrazzi  kp robertson.,0
lions blow to world cup stars british and irish lions coach clive woodward says he is unlikely to select any players not involved in next year s rbs six nations championship.  world cup winners lawrence dallaglio  neil back and martin johnson had all been thought to be in the frame for next summer s tour to new zealand.  i don t think you can ever say never   said woodward.  but i would have to have a compulsive reason to pick any player who is not available to international rugby.  dallaglio  back and johnson have all retired from international rugby over the last 12 months but continue to star for their club sides. but woodward added:  the key thing that i want to stress is that i intend to use the six nations and the players who are available to international rugby as the key benchmark.  my job  along with all the other senior representatives  is to make sure that we pick the strongest possible team.  if you are not playing international rugby then it s still a step up to test rugby. it s definitely a disadvantage.   i think it s absolutely critical and with the history of the lions we have got to take players playing for the four countries.  woodward also revealed that the race for the captaincy was still wide open.  it is an open book   he said.  there are some outstanding candidates from all four countries.  and following the all blacks  impressive displays in europe in recent weeks  including a 45-6 humiliation of france  woodward believes the three-test series in new zealand will provide the ultimate rugby challenge.  their performance in particular against france was simply awesome   said the lions coach.  certain things have been suggested about the potency of their front five  but they re a very powerful unit.  with his customary thoroughness  woodward revealed he had taken soundings from australia coach eddie jones and jake white of south africa following their tour matches in britain and ireland.  as a result  woodward stressed his lions group might not be dominated by players from england and ireland and held out hope for the struggling scots.  scotland s recent results have not been that impressive but there have been some excellent individual performances.  eddie in particular told me how tough they had made it for australia and i will take on board their opinions.  and scotland forward simon taylor looks certain to get the call  provided he recovers from knee and tendon problems.  i took lessons from 2001 in that they did make a mistake in taking lawrence dallaglio when he wasn t fit and went on the trip.  every player has to be looked at on their own merits and simon taylor is an outstanding player and i have no doubts that if he gets back to full fitness he will be on the trip.  i am told he should be back playing by march and he has plenty of time to prove his fitness for the lions - and there are other players like richard hill in the same boat.,0
wenger signs new deal arsenal manager arsene wenger has signed a new contract to stay at the club until may 2008.  wenger has ended speculation about his future by agreeing a long-term contract that takes him beyond the opening of arsenal s new stadium in two years. he said:  signing a new contract just rubber-stamps my desire to take this club forward and fulfil my ambitions.  i still have so much to achieve and my target is to drive this club on. these are exciting times for arsenal.   the 55-year-old frenchman told arsenal s website www.arsenal.com:  my intention has always been clear. i love this club and am very happy here.  wenger has won the title and the fa cup three times each during his reign. chairman peter hill-wood said:  we are absolutely delighted that arsene has signed an extension to his contract.  since his arrival in 1996  he has revolutionised the club both on and off the pitch.  as well as the six major honours he s won during his time here  arsene has been a leading influence behind all the major initiatives at the club including the construction of our new training centre and also our new stadium.   the club has continued to reap the benefits of arsene s natural eye for unearthing footballing talent.  we currently have a fantastic crop of young players coming through the ranks together with a number of world-class players who are playing a wonderful brand of football.  meanwhile  arsenal director danny fiszman is looking for wenger to stay beyond 2008.  when we come towards the end of his contract we will both review the situation. i m sure we will want him to stay on and i hope he will too   said fiszman.,0
collins to compete in birmingham world and commonwealth 100m champion kim collins will compete in the 60m at the norwich union grand prix in birmingham on 18 february.  the st kitts and nevis star joins british olympic relay gold medallists jason gardener and mark lewis-francis. sydney olympic 100m champion and world indoor record holder maurice greene and athens olympic 100m silver medallist francis obikwelu will also take part. collins ran in birmingham at the 2003 world indoor championships.  i m looking forward to competing against such a strong field   he said.  i got a great reception form the crowd at the nia when i won my 60m world indoor silver medal in 2003 and it will be really exciting to return to this venue.  the world champion says he s in good shape but he isn t underestimating the home competition.  jason gardener and mark lewis-francis are olympic gold medallists now and i m sure they ll be aiming to win in front of their home supporters.  i m looking forward to competing against britain s best sprinters and i m sure the 60 metres will be one of the most exciting races of the evening.  collins was sixth in the olympic final in athens but is hoping for a better result at the world championships in finland this summer.  this will be a big year for me and i plan to defend my 100m world title in helsinki in august. before then i want to perform well over 60m indoors and start my year in winning form.,0
mexicans tracking unhappy juninho mexican outfit red sharks veracruz hope to sign juninho if the brazilian decides to leave celtic frustrated at his lack of first-team action.  their president  gustavo parente sanchez  says juninho  does not wish to remain in scottish football anymore . agent brian hassell insists that the 31-year-old brazilian midfielder is determined to win back his place.  but  if the manager is not going to pick him  that s a different ball game   he told the sun.  that s something we d have to look at. juninho deserves respect. he is not a little kid.  hassell warns that juninho could reconsider his future at celtic unless he is given a run of games by the end of the january transfer window.  juninho was signed from middlesbrough during the summer  but he has failed to live up to high expectations and has lost his place to 18-year-old aiden mcgeady.  he has 50 caps for brazil and he s the best signing celtic ever made   insisted hassell.  he wants to play for martin o neill  but does martin o neill want to play him   juninho is not someone who has come through the celtic ranks. he deserves much more respect.  sanchez is bullish about his hopes of prising juninho from the scottish champions  although hassell believes mexico would not be his preferred destination.  we have already spoken with juninho and he said  if he has no firm offer from a club in spain  veracruz will be his destination   sanchez told his club s official website. celtic manager o neill is no respecter of reputations.  the onus is on juninho to force his way into the team   he said.  players get a game on merit. that s the way it has always been and that is certainly the case at celtic park.,0
old firm pair handed suspensions celtic s henri camara and nacho novo of rangers have both been suspended for offences missed by the referee in a recent old firm game.  both were given automatic one-match bans and 12 additional disciplinary points for their actions. that means novo will miss a further two games because of his prior record. camara will miss one additional game. novo was found guilty of stamping on celtic s stephen pearson. camara was punished for kicking gregory vignal.  i m extremely disappointed. i don t know if there s a lot to add to that   said rangers manager alex mcleish of novo s punishment.  but what i will say is that i m at a loss as to why that incident should be picked up and highlighted when there were so many other incidents during the game.  both players will miss this weekend s games when celtic host dundee united and rangers visit kilmarnock unless they decide to appeal.  the additional bans come into effect from 28 december meaning camara will also be unavailable for the home game against livingston while novo will miss the meetings with dundee united and dunfermline. an sfa spokesman said:  they have seven days to appeal but with matches coming along at the weekend they would need to do so before friday.  but if they do appeal it won t be heard before this weekend because it takes a bit of time to seat up an appeals tribunal.  meanwhile  bob malcolm and rangers have been informed by letter as to the outcome of the hearing regarding his reaction to rangers being awarded a penalty in the same game. malcolm  a substitute on the day  was taken from the rangers dug-out and spoken to by police about an alleged gesture he made. but the sfa would not detail what  if any  punishment malcolm would receive.  once rangers receive our letter we will be in a position to make a comment on the findings   added the spokesman.,0
dogged federer claims dubai crown world number one roger federer added the dubai championship trophy to his long list of successes - but not before he was given a test by ivan ljubicic.  top seed federer looked to be on course for a easy victory when he thumped the eighth seed 6-1 in the first set. but ljubicic  who beat tim henman in the last eight  dug deep to secure the second set after a tense tiebreak. swiss star federer was not about to lose his cool  though  turning on the style to win the deciding set 6-3. the match was a re-run of last week s final at the world indoor tournament in rotterdam  where federer triumphed  but not until ljubicic had stretched him all the way.  i really wanted to get off to a good start this time  and i did  and i could really play with confidence while he still looking for his rhythm   federer said.   that took me all the way through to 6-1 3-1 0-30 on his serve and i almost ran away with it. but he came back  and that was a good effort on his side.  ljubicic was at a loss to explain his poor showing in the first set.  i didn t start badly  but then suddenly i felt like my racket was loose and the balls were flying a little bit too much. and with roger  if you relax for a second it just goes very quick   he said.  after those first three games it was no match at all. i don t know  it was really weird. i was playing really well the whole year  and then suddenly i found myself in trouble just to put the ball in the court.  but despite his defeat  the world number 14 was pleased with his overall performance.  i had a chance in the third  and for me it s really positive to twice in two weeks have a chance against roger to win the match.  it s an absolutely great boost to my confidence that i m up there and belong with top-class players.,1
taylor poised for scotland return simon taylor has been named in the scotland squad for saturday s six nations clash with italy.  the 25-year-old number eight made a scoring return for edinburgh at the weekend - his first game in a year for the capital side. taylor suffered knee ligament damage playing against ireland in dublin in the 2004 six nations championship.  simon is one of scotland s truly world class players so it is a huge bonus   said team-mate chris paterson.  he brings a whole new dimension to us  especially in defence and his ability to slow the opposition ball down could be key against italy if he is involved.  taylor has turned out for english side saracens in recent weeks during a short-term loan to improve his fitness.  edinburgh were not in action during the first two weeks of this season s six nations. so taylor played the last 20 minutes of saracens  win over northampton and then 40 minutes in a friendly against south african super 12 side the cats. scotland coach matt williams is due to name his match-day 22 on thursday. both scotland and italy have lost their opening two six nations games and  just like last season s encounter which italy won  this weekend s game could turn out to be a battle to avoid the wooden spoon.  - m blair (edinburgh)  a craig (glasgow)  c cusiter (borders)  s danielli (borders)  m di rollo (edinburgh)  a henderson (glasgow)  b hinshelwood (worcester)  r lamont (glasgow)  s lamont (glasgow)  d parks (glasgow)  c paterson (edinburgh)  g ross (leeds)  h southwell (edinburgh)  s webster (edinburgh)  - r beattie (northampton)  g bulloch (glasgow  capt)  b douglas (borders)  j dunbar (leeds)  i fullarton (saracens)  s grimes (newcastle)  n hines (edinburgh)  a hogg (edinburgh)  g kerr (leeds)  n lloyd (saracens)  s murray (edinburgh)  j petrie (glasgow)  r russell (london irish)  c smith (edinburgh)  t smith (northampton)  s taylor (edinburgh)  j white (sale).,0
record fails to lift lacklustre meet yelena isinbayeva may have produced another world pole vault record  but her achievement could not hide the fact it was not the best meet we have ever seen in birmingham.  and hey  there are not many meets that go by without the russian breaking a world record.  apparently  isinbayeva has cleared five metres in training and i would just love her to put us out of our misery and have a go at it rather than extending the indoor record by one centimetre at a time. athletics to me is all about pushing the barriers and being the best you can  and i would like to see her have a go at 5m in competition. mind you  every time she breaks the record she gets $30 000 so she can afford to be deliberate about it. world records aside  i thought it was a very encouraging evening s work for kelly holmes. she looked good and was very positive. agnes samaria  who came second  is in very good shape and is in the world s top three 800m runners this season. yes  samaria let kelly get away  but there was no coming back over the last 200m as kelly dominated the race  so beating samaria is a bit of a benchmark for kelly. my gut feeling is that kelly would like to run in the european indoor championships  but she just hasn t convinced herself she is fit enough to do so. on the other hand  i think jason gardener is struggling to come near what is going to be required to win the men s 60m in madrid. he started well in the final but still could not stay with the front-runners. jason has a lot of experience indoors but for some reason he is struggling to maintain his pace through to the finish.  it would have been nice to see what mark lewis-francis could have done in the final  if only he hadn t got himself disqualified. he was blatantly playing the false-start game to his advantage  but it tripped him up and made him look a bit silly. my view is you re meant to go when the gun goes and not before. and if you try to unsettle your rivals by employing the false-start tactic you have to remember not to false start yourself again. having said that  mark is looking in much better shape. but i haven t seen anything from mark or jason yet which suggests france s ronald pognon - who has run 6.45 seconds - will be under threat at the europeans. from a british point of view  sarah claxton s victory in the 60m hurdles was the best thing to come out of the meet.  something else that probably went unnoticed was melanie purkiss winning the women s national 400m race in a new personal best of 52.98 seconds. aaas champion kim wall came second in another lifetime best so we have a very strong 4x400m squad going to the european championships. scotland s lee mcconnell is probably going to run too  so we have a real prospect of a medal. from an international perspective  i thought meseret defar was disappointing in the 3 000m  but i don t think the pace-making was great. canadian heather hennigar set a fast early pace but could not maintain it and if jo pavey had been in last year s shape she would have given defar a real run for her money. she had a go but just could not hang in there. we were also expecting a bit more from bernard lagat in the men s 1500m. but he has only just come over from the usa  so he may not be that sharp and i still think he is in great shape. as for kenenisa bekele  he was well beaten by markos geneti. but we only had half expectations for bekele as he has been struggling this season. it was very hot in the national indoor arena and i felt uncomfortable in the commentary box. i think those conditions affected the distance runners and in fact defar complained to her coach after the race that she could not get her breath properly.,0
angry williams rejects criticism serena williams has angrily rejected claims that she and sister venus are a declining force in tennis.  the sisters ended last year without a grand slam title for the first time since 1998. but serena denied their challenge was fading  saying:  that s not fair - i m tired of not saying anything.  we ve been practising hard. we ve had serious injuries. i ve had surgery and after  i got to the wimbledon final. i don t know many who have done that.  while serena is through to the australian open semi-finals  venus went out in the fourth round  meaning she has not gone further than the last eight in her last five grand slam appearances. but serena added:  venus had a severe strain in her stomach. i actually had the same injury  but i didn t tear it the way she did.   if i would have torn it  i wouldn t have been here.  she played a player (alicia molik) that just played out of her mind and venus made some errors that she probably shouldn t have made.  serena also said people tended to forget the impact the 2003 murder of sister yetunde price had had on the family.  to top it off  we have a very  very  very  very  very close family  serena continued.  to be in some situation that we ve been placed in in the past little over a year  it s not easy to come out and just perform at your best when you realize there are so many things that are so important.  so  no  we re not declining. we re here. i don t have to win this tournament to prove anything. i know that i m out here and i know that i m one of the best players out here.,0
moya fights back for indian title carlos moya became the first man to successfully defend the chennai open title by beating four-times finalist paradorn srichaphan 3-6 6-4 7-6 (7/5).  the spaniard then donated his £28 000 prize money to relief efforts for the victims of the asian tsunami. the final was close throughout  with thai second seed srichaphan - the 2003 winner - closing out the first set. but moya took the second set  before bouncing back from 5-2 down in the decider to force and win a tie-break. moya confirmed afterwards:  i m donating my prize money from this tournament for the tsunami victims  hoping it makes some difference to their lives. his contribution follows pledges by four other players to donate their prize money from the tournament  which went ahead after the 26 december disaster which has so far claimed at least 150 000 lives. scrichapan said he would donate an unspecified amount for relief work in thailand  where more than 5 000 people were killed. the atp has announced that it would contribute the us$25 000 tournament fee to unicef s emergency relief fund in tamil nadu. the atp tour s sponsor  mercedes  said it would also contribute  increasing the atp donation to us$40 000.,1
britain boosted by holmes double athletics fans endured a year of mixed emotions in 2004 as stunning victories went hand-in-hand with disappointing defeats and more drugs scandals.  kelly holmes finally fulfilled her potential by storming to double gold on the track at the olympic games. holmes helped erase the gloom hanging over team gb after their biggest medal hope  paula radcliffe  dropped out of the marathon and then the 10 000m. britain s men s 4x100m relay team also did their bit by taking a shock gold. holmes had started the year in disappointing style  falling over in the final of 1500m at the world indoor championships where she was favourite. her olympic build-up was clouded by self doubt but that proved unfounded as she overhauled rival maria mutola to win the 800m - her first global title. just five days later  the 34-year-old made it double gold in the 1500m. it was the first time in 84 years a briton has achieved the olympic middle-distance double. while holmes left athens as the star of team gb  it was radcliffe who carried expectations before the august games.  the 30-year-old marathon world record holder went into the athens event as favourite but an exhausted radcliffe dropped out after 23 miles in tears. her decision to enter the 10 000m five days later also backfired as she again pulled out with eight laps remaining.  but radcliffe helped put her olympic trauma behind her with a thrilling win in november s new york marathon. the 4x100m team grabbed some last-gasp glory for the british men s olympic squad after a poor start to the games.  it seemed as though athens would be the first games where the men would fail to win a medal with michael east the only individual track finalist in the 1500m. but darren campell  jason gardener  marlon devonish and mark lewis-francis made amends in the sprint relay. the quartet held off favourites the usa to win britain s first relay medal since 1912 in 38.07 seconds. gardener added the olympic relay crown to his world indoor title over 60m and  just like holmes  finally lived up to his promise in 2004. kelly sotherton completed team gb s athletics medal haul in athens with a surprise bronze in the heptathlon. the 28-year-old won her first championship medal since becoming a full-time athlete in 2003.  but it was a different story for britain s defending champion denise lewis  who withdrew on day two of the competition after some poor results. lewis  who was troubled by injury  has ruled out retiring while sotherton is tipped to build on her success. the athens olympics proved to be a landmark occasion for steve backley  who retired from competition after finishing fourth in the javelin. the battling 35-year-old leaves the sport with a vast medal haul including two silvers and one olympic bronze.  and backley s departure was balanced by the return of injury-hit decathlete dean macey  who came fourth in athens.  the continued improvement of sprinter abi oyepitan and long jumper chris tomlinson also boosted team gb. sadly  the 2004 olympics did not escape the problems of drugs misuse. on the eve of the games  greek sprinters kostas kenteris and katerina thanou missed a drugs test and claimed to have been involved in a road crash.  kenteris  the 200m champion in 2000  and thanou have since been charged by the greek authorities and await trial. at the games  adrian annus (hammer)  robert fazelas (discus) and irina korzhanenko (shot) were all stripped of their titles because of doping issues. hungarian compatriots annus and fazelas both refused to give urine samples while russian korzhanenko tested positive for the steroid stanozolol.  the fallout from the thg scandal  which rocked the sport in 2003  continued to impact in olympic year. britain s 4x100m team took gold without the services of dwain chambers  who was handed a two-year ban in february after testing positive for steroid thg.  american kelli white was suspended and stripped of her world 100m and 200m titles after failing a drugs test. and world 400m champion jerome young landed a life ban from us chiefs after a second doping offence. russian pole vaulter yelena isinbayeva provided some light relief by smashing the world record seven times on her way to the world indoor and olympic titles. her rivalry with compatriot svetlana feofanova livened up the field events. morocco s hicham el guerrouj also delighted fans by racing to a historic olympic double in the 1500m and 5 000m.  and though there was no paula radcliffe in the london marathon  there was plenty of drama as kenyans evans rutto and margaret okayo took the titles. rutto held on to win despite slipping on some cobblestones and tumbling into a barrier. okayo also had to battle back after mistiming her tactics but clinched victory on her debut.,1
wenger keeping faith with almunia arsene wenger has pledged to keep faith with stand-in keeper manuel almunia for the crunch week which could define arsenal s season.  almunia will start tuesday s champions league group tie against rosenborg and is likely to face chelsea on sunday. wenger said:  you don t think i would take out one goalkeeper for just one game  do you  i don t do that.  i have to give him a run for a few games. it s just that i don t want to make this story bigger than it is.  wenger insists he has complete faith in the 27-year-old spaniard  who was signed last summer from celta vigo as back-up to jens lehmann.   if you look at my career  you will see that i have left many big players out for a long time. i ve done it with dennis bergkamp  kanu  everybody.  it s because it s a goalkeeper  that s all. it s a usual situation for me. you put your best team out  no matter who it is.  for me  it was not a big mistake at old trafford and i wasn t alarmed by what happened against birmingham either.  it s nothing against lehmann. i think he s a great keeper  as is almunia. you can only play one of them.  these people are not robots - they have good periods and less good periods. just because lehmann doesn t play for two or three weeks  or longer or shorter  it doesn t mean i ve lost faith in him.   but former arsenal keeper david seaman believes lehmann has been harshly treated. seaman told the daily mail:  jens is a fantastic keeper. he deserves another chance.  he has made a few mistakes but on form he deserves to be the first-team choice.  with arsenal hit by injuries and suspension  inexperienced midfield pair of mathieu flamini and cesc fabregas will line up against rosenborg but wenger is confident they will prove more than capable.  it puts a lot of pressure on them but it s a good learning process   said wenger.  i m not worried as they are both mentally strong and will put in the needed workrate.   the gunners go into the game boosted by the news that defender sol campbell is on the verge of signing a new deal with the club. and the 30-year-old  whose current contract runs out in the summer  has made it clear he is determined to achieve champions league success with arsenal. campbell said:  it means a lot to me to go through  it s everything. we want to carry on in this competition.  that s where the best teams in europe are. to be in there  playing against these guys and trying to win the trophy  is the first thing in my mind.   meanwhile  thierry henry believes he will be blamed if arsenal fail to qualify for the next stage of the champions league. henry will captain the side in place of the suspended patrick vieira as the gunners seek the required victory over rosenborg. and the striker said:  if we don t win and we go out of the competition  like it or not  it s going to be my fault. that s the way it is.  if the team don t win i know i will be criticised  no matter how i play.,0
greek pair attend drugs hearing greek sprinters kostas kenteris and katerina thanou have appeared before an independent tribunal which will decide if their bans should stand.  they were given provisional suspensions by athletics  ruling body the iaaf in december for failing to take drugs tests before the athens olympics. the pair arrived with former coach christos tzekos to give evidence at the hellenic olympic committee s offices. a decision is expected to be announced before the end of february. whatever the ruling  all parties will have the right to appeal to the court of arbitration for sport. yiannis papadoyiannakis  who was head of the greek olympic team at the athens games last year  also testified at the tribunal  along with other greek sports officials and athletes.  i believe the tribunal will reach a decision that will uphold the standing of the institution   said papadoyiannakis.  whatever the athletes have done  we must not forget that they have offered us great moments.  kenteris won 200m gold at the 2000 sydney olympics  while thanou won silver in the 100m.  they withdrew from the athens games last august after missing drugs tests on the eve of the opening ceremony. the pair spent four days in a hospital  claiming they had been injured in a motorcycle crash. the five-member tribunal  assembled by the hellenic association of amateur athletics  is also examining allegations that kenteris and thanou avoided tests in tel aviv and chicago before the games. tzekos was also banned for two years by the iaaf. he faces charges of assisting in the use of prohibited substances and tampering with the doping inspection process. all three  who have repeatedly denied the allegations  have also been charged by a greek prosecutor and face trial for doping-related charges. a trial date has not been set. in imposing two-year suspensions on the duo on 22 december  the iaaf described their explanations for missing the tests as  unacceptable . but kenteris  lawyer gregory ioannidis told bbc sport earlier this week he was confident the sprinters would be cleared of the charges of failing to give information on their location and refusing to submit to testing.  we refute both charges as unsubstantiated and illogical   he said.  there have been certain breaches in the correct application of the rules on behalf of the sporting authorities and their officials  and these procedural breaches have also violated my client s rights.  there is also evidence that proves the fact that my client has been persecuted.,0
unclear future for striker baros liverpool forward milan baros is uncertain whether he remains part of boss rafa benitez s plans after being dropped for the carling cup final.  baros  who is liverpool s leading scorer this season  denied reports of a row with benitez but claims he is mystified at being left on the bench. he told czech newspaper daily sport:  i don t know why i didn t play on sunday. i didn t argue with anybody.  i was disappointed but i am not thinking of leaving right now.  the czech international came on as a substitute after 74 minutes but could not prevent his side losing 3-2 to chelsea after extra-time.  baros denied suggestions he wanted to leave the millennium stadium before the match upon learning of his omission from the starting line-up. but his admission that he  guessed something like this was going to happen on saturday   will do little to quell claims of a falling-out with benitez. and although baros insisted thoughts of quitting anfield are  not in my mind right now   he admitted  everything is possible .,0
laporte tinkers with team france coach bernard laporte has made four changes to the starting line-up that beat england for saturday s six nations clash with wales.  he opted for yannick nyanga in the back row instead of grand slam winner imanol harinordoquy  who is back in the squad. other changes see julien laharrague win his first cap at full-back  aurelien rougerie return after injury on the wing and yannick jauzion in at centre. but laporte has resisted fan pressure to start frederic michalak at fly-half. the dependable yann delaigue keeps the number 10 jersey  despite clamours for the flair of michalak. the 26-year-old laharrague gets his chance despite playing on the wing for his club brive.   we are launching him into the great international level   said team manager jo maso.  he is young and this is a great opportunity for us and above all for him.  there are 25 matches left before the world cup so we must see as many players as possible. the competition is very high and open.  jauzion  france s player of the year in 2004  would probably have played in the first two matches instead of the south african-born liebeneberg had he been fit. the stade toulousain star wins his 23rd cap and is reunited with damien traille  with whom he forged an effective midfield in 2004.  the return of jauzion is going to be a plus for us   said laporte.  we are going to test him at an international level.   julien laharrague (brive)  aurelien rougerie (clermont)  yannick jauzion (stade toulousain)  damien traille (biarritz)  christophe dominici (stade francais)  yann delaigue (castres)  dimitri yachvili (biarritz)  julien bonnaire (bourgoin)  yannick nyanga (beziers)  serge betsen (biarritz)  jerome thion (biarritz)  fabien pelous (stade toulousain  capt)  nicolas mas (perpignan)  sebastien bruno (sale)  sylvain marconnet (stade francais)  replacements: william servat (stade toulousain)  olivier milloud (bourgoin)  gregory lamboley (stade toulousain)  imanol harinordoquy (biarritz)  pierre mignoni (clermont)  frederic michalak (stade toulousain)  jean-philippe grandclaude (perpignan),0
newcastle 2-1 bolton kieron dyer smashed home the winner to end bolton s 10-game unbeaten run.  lee bowyer put newcastle ahead when he fed stephen carr on the right flank  then sprinted into the area to power home a header from the resultant cross. wanderers hit back through stelios giannakopoulos  who ended a fluid passing move with a well-struck volley. but dyer had the last word in a game of few chances  pouncing on a loose ball after alan shearer s shot was blocked and firing into the top corner. neither side lacked urgency in the early stages of the game  with plenty of tackles flying in  but opportunities in front of goal were harder to come by. bolton keeper jussi jaaskelainen had to make two saves in quick succession midway through the first-half - keeping out shearer s low shot and dyer s close-range header - but that was the only goalmouth action of note. and it was almost out of nothing that the magpies took the lead on 35 minutes. bowyer found space with a neat turn on the half-way line and striding forward picked out carr to his right. he then continued his run and with perfect timing made his way into the box where he met carr s cross with a downward header into the far corner. bolton had produced little going forward at this point but they responded well.  they were level within six minutes thanks to a smart finish from giannakopoulos. jay-jay okocha twisted and turned on the edge of the area and after a neat exchange of passes involving kevin davies and gary speed  the greek striker found the bottom corner with a first-time strike. the magpies were opened up again before half-time as davies set giannakopoulos in space and given had to block at his near post. but the home side survived  and they should have re-taken the lead with the first meaningful attack of the second half. fernando hierro cynically chopped down dyer on the edge of the area with the midfielder clean through. but the veteran defender escaped with a booking as there were other defenders nearby  and from the resultant free-kick laurent robert curled the ball just wide. bolton were creating little going forward and they seemed content to frustrate the magpies. their strategy seemed to be working until the 69th minute. alan shearer s snap-shot was charged down and dyer reacted first to smash the ball past the despairing jaaskelainen from six yards.  - bolton boss sam allardyce  i am bitterly disappointed with the result  but i am probably more disappointed with the second-half performance.  in the first half we had put them under a lot of pressure  and our goal matched theirs in quality.  i thought it would lift us and that they might be tired after playing a lot of games  but unfortunately we were not up for the battle in the second half.  we allowed them to heap too much pressure on us  and in the end we cracked.    - newcastle boss graeme souness  we deserved the win. we had a really good second half.  bolton are a difficult side to play. you have to match them physically first but we did that  and then we played some football.  we had a slow first 45 minutes when we looked a bit tired but we got going after that. the scoreline flattered them and we could have had one or two more goals.  newcastle: given  carr  boumsong  bramble  babayaro  dyer  faye  bowyer  robert (jenas 77)  ameobi  shearer. subs not used: butt  harper  milner  hughes. goals: bowyer 35  dyer 69. bolton: jaaskelainen  hunt (fadiga 14)  n gotty  ben haim  candela  giannakopoulos  okocha (vaz te 77)  hierro (campo 64)  speed  gardner  davies. subs not used: jaidi  poole. booked: ben haim  hierro. goals: giannakopoulos 41. att: 50 430 ref: s dunn (gloucestershire).,1
